Student ID,Age,Gender,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,HS GPA,Test Score,Family Income,First Gen,Financial Aid,Credits Attempted,Credits Completed,First Sem GPA,Attendance Rate,Extracurriculars,On-Campus,Work Hours,Mental Health,Advisor Meetings,Study Hours,Age at enrollment,Unemployment rate,Inflation rate,GDP,Target
795,30,Other,1,1,3,15,1,1,1,13,14,4,4,0,0,0,1,1,2.8,98,58652,No,12198,12,6,3.1,96,1,Yes,23,6,0,12,18,12.4,0.5,1.79,1
796,40,Other,1,1,3,15,1,1,1,23,28,6,9,1,0,0,1,1,2.5,65,38961,No,19113,16,13,0.4,73,5,Yes,20,2,1,8,18,8.9,1.4,3.51,1
797,34,Male,1,15,1,5,1,1,1,1,1,10,9,1,0,0,1,0,2.3,82,23433,No,3351,9,3,1.2,88,4,No,22,10,3,6,19,12.4,0.5,1.79,1
798,45,Male,1,9,3,12,1,1,1,1,1,5,9,1,0,0,1,0,3.3,84,132147,No,17544,11,1,1.8,97,4,Yes,1,4,5,39,18,11.1,0.6,2.02,0
799,29,Female,1,1,1,8,1,1,1,1,27,10,10,1,0,0,1,1,3.3,62,25983,No,9659,12,4,3.4,87,1,No,28,10,5,33,19,8.9,1.4,3.51,1
800,30,Other,1,1,1,16,1,1,1,3,1,4,8,1,0,0,1,0,2.5,98,81813,No,21384,18,5,1.2,71,2,No,22,3,5,24,18,10.8,1.4,1.74,1
801,43,Male,1,17,1,5,1,16,1,25,14,4,6,1,0,0,0,1,2.9,50,100375,No,24733,9,2,1.8,89,5,No,23,6,3,39,22,8.9,1.4,3.51,1
802,33,Male,1,1,2,10,1,1,1,13,1,10,9,1,0,1,0,0,2.7,80,31428,No,3384,11,6,2.5,60,5,No,11,4,0,34,18,11.1,0.6,2.02,1
803,27,Male,1,8,4,9,1,1,1,13,14,6,6,1,0,0,1,0,2.7,60,48653,No,7214,14,4,1.7,90,5,No,13,8,4,5,19,8.9,1.4,3.51,1
804,33,Other,1,1,1,15,1,1,1,23,28,10,10,1,0,0,1,0,3.8,70,125165,Yes,16745,13,13,3.2,83,5,Yes,9,1,4,38,18,11.1,0.6,2.02,1
805,32,Other,1,1,3,16,1,1,1,1,3,6,4,0,0,0,1,0,3.3,77,29560,No,11342,10,2,3.3,75,5,No,3,10,3,14,19,11.1,0.6,2.02,0
806,20,Male,1,8,2,9,1,1,1,13,1,10,4,1,0,1,1,0,2.5,95,91133,No,3511,15,0,3.6,63,4,No,1,9,2,32,20,11.1,0.6,2.02,1
807,26,Male,1,8,3,5,1,1,1,1,28,4,6,1,0,0,1,1,2.3,90,149363,No,12880,18,7,1.2,66,3,Yes,16,7,4,31,18,16.2,0.3,-0.92,1
808,42,Other,1,1,1,8,1,1,1,3,3,3,11,0,0,1,0,0,2.2,67,68392,No,15701,11,6,0.2,80,2,Yes,27,10,5,30,23,11.1,0.6,2.02,1
809,22,Other,1,1,4,15,1,1,1,1,3,5,8,1,0,0,1,0,2.8,51,80860,No,12641,13,10,3,77,1,No,18,9,5,9,20,8.9,1.4,3.51,1
810,30,Female,1,1,5,5,1,1,1,3,1,10,4,1,0,0,1,0,2.7,90,36235,No,18596,14,13,0.8,83,4,Yes,12,4,0,34,20,12.4,0.5,1.79,0
811,26,Male,1,1,1,10,1,1,1,1,1,10,5,1,0,1,0,1,2.9,90,61269,No,6591,14,11,2.7,82,3,No,0,7,4,20,22,12.4,0.5,1.79,0
812,20,Other,1,8,2,16,1,1,1,13,28,6,8,1,0,0,1,1,3.9,91,77916,No,23288,15,2,1.5,84,2,No,19,10,1,25,18,11.1,0.6,2.02,1
813,18,Female,1,8,1,12,1,1,1,13,28,10,10,0,0,0,1,1,2.1,51,57934,No,18759,17,12,4,96,0,Yes,28,4,3,9,18,11.1,0.6,2.02,1
814,41,Male,1,1,1,12,1,1,1,3,4,4,4,0,0,0,1,0,3.8,59,93040,No,24366,15,10,3.3,84,2,No,9,2,1,29,18,11.1,0.6,2.02,1
815,41,Other,1,1,1,16,1,1,1,13,3,5,5,0,0,0,1,0,3.5,53,31939,No,23026,13,2,0.8,66,5,Yes,15,4,0,21,18,11.1,0.6,2.02,1
816,41,Other,1,16,1,9,1,1,1,1,1,5,5,0,0,0,1,0,3.5,83,76657,No,23005,9,9,3.4,75,4,No,3,3,4,32,21,11.1,0.6,2.02,1
817,40,Female,1,8,1,5,1,1,1,1,27,5,6,0,0,0,1,0,3.8,76,133797,No,8324,16,9,3.7,61,0,Yes,16,6,3,29,20,10.8,1.4,1.74,1
818,20,Other,1,7,1,5,1,1,1,1,1,5,5,1,0,0,1,0,3.5,72,92627,No,16713,17,16,0.1,88,2,No,13,2,3,19,18,12.4,0.5,1.79,1
819,41,Other,1,8,2,12,1,1,1,13,27,4,6,1,0,0,0,1,2.6,65,31809,No,23198,11,2,3,96,1,Yes,10,4,3,8,20,11.1,0.6,2.02,1
820,28,Female,1,1,1,3,0,1,1,19,27,10,12,1,0,0,1,0,3.8,96,135393,No,10755,18,4,0.5,88,3,No,29,2,0,34,25,7.6,2.6,0.32,1
821,31,Female,1,1,1,9,1,1,1,13,14,10,10,1,0,0,1,1,3.1,86,37066,No,21586,18,3,1.3,90,3,Yes,28,8,4,28,18,13.9,-0.3,0.79,1
822,45,Other,1,1,3,2,1,1,1,10,14,10,4,1,0,0,1,0,2.2,98,81038,No,24240,9,2,3.3,71,1,No,13,10,0,32,19,13.9,-0.3,0.79,0
823,37,Female,1,1,1,6,1,1,3,1,14,5,8,1,0,0,1,0,3.8,79,69249,No,19617,17,4,3.9,83,1,No,4,5,2,27,20,12.4,0.5,1.79,1
824,25,Other,1,1,2,10,1,1,1,13,14,10,10,1,0,0,1,1,3.9,74,113000,No,3608,13,11,1.7,68,4,No,13,7,1,24,20,12.4,0.5,1.79,1
825,33,Female,1,9,4,15,1,1,1,1,1,10,10,1,0,0,1,1,2.8,63,69687,No,20761,16,6,0.8,86,0,No,22,10,1,38,21,11.1,0.6,2.02,1
826,29,Male,1,8,3,14,1,1,1,1,3,5,4,1,0,0,1,0,2,76,121428,No,13192,12,9,2.4,79,5,No,4,1,2,36,18,8.9,1.4,3.51,1
827,37,Other,1,8,1,16,1,1,1,1,1,6,8,1,0,0,1,0,4,70,114353,No,17247,15,9,3.7,70,3,Yes,9,6,4,23,18,11.1,0.6,2.02,1
828,20,Female,1,1,3,5,1,1,1,1,3,10,8,1,0,0,1,1,2.7,73,71322,No,19655,18,3,0.6,86,2,No,18,1,0,19,18,11.1,0.6,2.02,1
829,21,Other,1,1,4,12,1,1,1,13,14,5,6,1,0,0,1,0,2.7,63,69753,No,16872,9,6,1.6,64,3,Yes,6,4,0,13,18,9.4,-0.8,-3.12,1
830,42,Other,1,14,1,14,1,1,1,3,14,4,6,0,0,0,1,0,3.7,84,78903,No,10284,16,3,1.7,86,0,No,17,5,4,34,19,15.5,2.8,-4.06,1
831,31,Other,1,8,1,11,1,1,1,24,3,4,4,1,0,0,1,0,2.9,77,99593,No,1362,15,6,2.2,87,0,No,22,9,2,12,20,13.9,-0.3,0.79,1
832,24,Male,1,12,1,10,1,7,1,19,24,1,1,0,0,0,1,0,3.3,94,92627,Yes,5990,9,4,2.8,75,2,No,12,6,2,32,47,7.6,2.6,0.32,1
833,36,Other,1,14,1,8,1,1,3,1,3,10,3,0,0,1,1,0,2,79,60809,No,13263,18,2,3.7,63,4,No,1,8,4,24,21,10.8,1.4,1.74,1
834,37,Female,2,12,1,8,1,1,1,22,27,10,7,0,0,0,1,0,2.8,82,65002,No,6748,13,6,3.4,85,1,No,10,5,3,27,31,16.2,0.3,-0.92,1
835,33,Female,2,12,1,7,1,1,1,22,27,12,6,1,0,0,1,0,3.3,63,25409,No,11479,12,10,1.4,75,5,No,16,5,3,13,46,7.6,2.6,0.32,1
836,27,Other,1,1,3,7,1,1,1,3,1,4,5,1,0,0,1,0,2.4,98,138910,No,4290,15,1,2.4,97,5,No,26,9,5,27,18,8.9,1.4,3.51,1
837,33,Other,1,8,3,7,1,1,1,3,3,4,5,1,1,0,1,0,3.2,81,22607,No,15426,16,1,3.5,78,1,Yes,29,10,3,21,19,8.9,1.4,3.51,1
838,28,Male,1,16,1,13,1,1,1,1,27,24,44,1,0,0,1,0,3.8,68,84686,No,15090,17,13,0.8,100,5,No,21,2,4,32,23,8.9,1.4,3.51,1
839,27,Female,1,15,1,8,1,14,1,3,1,3,9,0,0,0,0,0,3.6,82,55221,No,13102,15,13,3.6,68,4,No,13,10,0,12,22,12.7,3.7,-1.7,1
840,32,Male,1,1,1,9,1,1,1,23,1,4,11,1,0,0,1,0,3.4,87,85363,No,21795,12,3,0.7,94,3,No,6,7,0,36,19,9.4,-0.8,-3.12,1
841,19,Female,1,1,1,9,1,1,14,3,3,10,10,0,0,1,0,0,2.5,72,50303,No,2823,17,1,0.2,97,2,Yes,4,4,1,26,19,8.9,1.4,3.51,1
842,28,Female,1,8,1,9,1,1,1,3,1,4,5,0,0,0,0,0,2.7,66,69916,No,8855,18,10,2.7,75,3,No,12,3,2,33,22,8.9,1.4,3.51,1
843,37,Female,1,12,1,8,1,1,1,3,24,4,1,0,0,1,0,0,2,52,145116,No,9450,11,11,1.7,86,5,No,5,1,2,27,29,9.4,-0.8,-3.12,1
844,42,Male,1,1,3,12,1,1,1,22,28,10,6,1,0,0,1,0,2.5,52,25521,No,9111,10,1,0.2,96,4,No,27,7,0,5,18,7.6,2.6,0.32,1
845,45,Other,1,1,1,10,1,1,1,23,24,10,10,1,0,0,1,0,2.7,73,67875,No,7158,10,1,1.9,98,0,No,14,5,3,16,18,9.4,-0.8,-3.12,1
846,22,Other,1,1,1,2,1,1,1,22,27,10,9,1,0,1,0,1,3,83,140163,No,5439,9,7,3.1,71,1,Yes,28,2,5,9,23,9.4,-0.8,-3.12,1
847,29,Female,2,12,1,17,0,1,1,1,1,32,23,0,0,0,1,0,3,98,96878,No,10476,17,7,1.2,96,3,Yes,18,5,4,10,34,12.4,0.5,1.79,1
848,20,Other,1,8,1,9,1,1,1,13,14,10,10,0,0,0,1,0,3.1,88,144940,No,23551,14,2,3.1,87,2,No,8,8,4,17,19,11.1,0.6,2.02,1
849,35,Female,1,1,1,6,1,1,1,1,1,3,6,1,0,0,1,0,2.5,94,147494,No,4535,9,0,3.1,66,3,No,6,6,3,30,18,10.8,1.4,1.74,1
850,36,Male,1,8,6,12,1,1,1,1,14,5,5,0,0,0,1,1,3.4,68,65863,No,22547,12,0,3.3,83,2,Yes,25,8,3,9,20,11.1,0.6,2.02,1
851,22,Female,1,1,6,12,1,1,1,3,3,2,2,1,0,0,1,0,3.3,73,87290,No,11224,12,7,2.9,73,5,Yes,2,10,4,33,19,15.5,2.8,-4.06,1
852,27,Female,1,3,2,16,1,1,1,13,14,5,6,1,0,0,1,0,3.1,98,147060,No,23724,16,5,3.3,91,2,Yes,1,5,3,17,22,12.7,3.7,-1.7,1
853,33,Other,1,1,1,10,1,1,1,13,14,10,10,1,0,0,1,1,2.5,71,64817,Yes,721,16,2,0.1,99,0,No,26,8,5,38,23,10.8,1.4,1.74,1
854,19,Other,2,12,1,12,1,1,1,1,14,10,10,0,0,0,1,1,2.3,83,45513,No,16953,9,5,3.4,95,0,Yes,7,10,4,37,34,12.7,3.7,-1.7,0
855,36,Male,1,8,4,7,1,1,1,13,14,6,6,1,0,1,0,0,2.1,57,23940,No,2346,16,16,2.4,62,0,No,28,9,3,28,18,9.4,-0.8,-3.12,1
856,23,Other,1,1,3,15,1,1,1,1,29,5,2,1,1,0,1,0,3.8,76,56152,No,13610,16,9,1.2,93,2,No,7,6,4,27,21,16.2,0.3,-0.92,0
857,27,Female,1,1,1,10,1,1,1,1,14,5,4,1,0,0,1,0,3.6,57,65378,No,11251,10,2,2.5,67,1,Yes,19,8,0,14,22,10.8,1.4,1.74,1
858,35,Male,1,12,1,4,1,9,1,22,1,10,11,0,0,0,1,0,2.3,94,63506,Yes,10491,9,6,1.5,98,2,Yes,8,1,5,40,28,11.1,0.6,2.02,0
859,27,Other,1,3,4,7,1,1,1,13,27,5,7,1,0,0,1,0,3,53,36971,No,15819,12,10,2.7,72,2,No,15,8,3,10,23,7.6,2.6,0.32,1
860,21,Other,1,1,1,15,1,1,1,19,28,1,4,0,0,0,1,0,3.8,95,73395,Yes,18787,14,10,0.9,74,0,No,22,3,3,16,20,7.6,2.6,0.32,1
861,38,Male,1,9,2,7,1,1,1,1,2,6,5,1,0,0,1,0,4,53,28895,No,21553,15,4,0.5,68,4,No,9,8,3,33,18,13.9,-0.3,0.79,1
862,28,Male,1,12,2,9,1,9,1,13,28,10,10,1,0,1,0,0,3.6,73,30357,No,19288,13,8,3.7,84,3,No,24,8,5,24,28,9.4,-0.8,-3.12,0
863,39,Male,1,15,1,5,1,14,1,1,14,6,9,0,0,0,1,0,2.9,76,148592,No,2221,11,10,2.7,90,4,No,23,10,5,18,21,12.4,0.5,1.79,1
864,22,Other,1,12,1,14,1,1,1,23,14,10,9,0,0,1,0,0,2.9,61,113313,No,9679,12,3,0.8,81,3,Yes,6,1,1,34,25,13.9,-0.3,0.79,1
865,36,Female,1,15,1,6,1,14,1,1,1,6,5,1,1,0,0,0,3.6,92,101179,No,22202,10,10,3.8,89,3,No,25,6,1,29,19,12.4,0.5,1.79,0
866,44,Male,1,1,4,12,1,1,1,1,1,5,11,1,0,0,1,1,2.9,71,44208,No,15261,9,9,0.4,84,2,Yes,24,8,5,5,18,12.4,0.5,1.79,1
867,20,Female,1,12,1,7,1,3,1,1,28,12,12,0,0,0,1,0,2.2,56,74411,No,58,17,17,2.5,87,4,No,11,7,2,24,29,10.8,1.4,1.74,1
868,29,Female,1,12,1,7,1,12,1,22,28,4,8,0,0,0,1,1,2.1,69,79623,No,14861,14,9,2.9,93,0,Yes,29,9,4,26,29,12.4,0.5,1.79,1
869,33,Male,1,9,1,11,1,1,1,13,14,5,6,0,0,0,1,0,3.8,75,44615,No,9519,13,11,3.8,89,2,No,0,7,0,8,20,16.2,0.3,-0.92,0
870,44,Other,1,1,1,2,1,1,1,13,1,10,8,0,0,0,1,0,2,74,112262,No,23909,17,3,2.7,89,3,Yes,14,9,3,16,18,9.4,-0.8,-3.12,1
871,33,Female,1,1,1,11,1,1,1,1,1,29,44,0,0,0,1,0,2.1,74,112055,Yes,22075,17,12,0.8,74,5,No,27,1,2,28,20,8.9,1.4,3.51,1
872,42,Female,2,12,1,7,1,1,1,19,24,1,1,1,0,0,1,0,3.3,56,74748,No,16912,18,3,2.4,77,1,Yes,13,3,0,15,33,9.4,-0.8,-3.12,1
873,34,Male,1,13,1,17,0,1,1,13,14,6,6,0,0,0,1,0,2.8,78,27297,No,24006,11,1,2.2,84,3,No,9,8,0,19,30,16.2,0.3,-0.92,1
874,39,Female,1,1,1,13,1,1,1,1,1,2,2,0,0,0,1,1,2.7,65,25343,No,13729,11,7,0.1,64,2,Yes,5,5,1,11,21,16.2,0.3,-0.92,1
875,39,Female,1,1,1,4,1,1,1,1,14,32,45,0,0,1,1,0,2.6,62,108150,No,19665,17,5,2.9,62,2,Yes,16,4,0,18,18,8.9,1.4,3.51,1
876,27,Female,1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,4,98,62111,No,24405,9,6,3.8,95,1,Yes,2,3,3,23,19,15.5,2.8,-4.06,0
877,32,Male,1,8,1,5,1,1,1,23,14,10,10,0,0,0,1,1,3.3,76,149053,No,23871,17,14,3.8,100,4,Yes,20,1,2,18,21,15.5,2.8,-4.06,0
878,36,Male,1,12,2,13,1,1,1,13,14,5,6,0,0,0,1,1,2.4,93,79355,No,1868,9,3,0.7,68,4,No,25,5,3,30,25,15.5,2.8,-4.06,1
879,45,Female,1,1,2,14,1,1,1,13,14,8,11,0,0,0,1,0,3.2,51,22362,No,19529,18,16,0.9,81,3,No,8,8,2,5,19,9.4,-0.8,-3.12,1
880,29,Male,1,15,1,5,1,14,1,13,1,10,4,1,0,0,1,0,3.2,80,102049,No,11295,16,3,2.4,69,4,No,3,5,1,22,23,16.2,0.3,-0.92,1
881,19,Female,1,8,2,5,1,1,1,23,28,10,9,1,0,0,1,1,3.9,97,97342,No,8296,11,4,1.9,77,0,No,30,4,1,32,19,12.4,0.5,1.79,1
882,33,Male,1,1,1,2,1,1,1,3,2,3,6,1,0,0,1,0,3.6,81,40513,No,14665,14,9,3.7,79,1,No,6,2,3,14,19,9.4,-0.8,-3.12,1
883,32,Female,1,12,1,4,1,1,1,13,27,10,7,0,0,1,0,0,4,64,46335,No,11215,18,11,3.6,83,3,Yes,29,4,3,7,31,16.2,0.3,-0.92,1
884,34,Male,1,12,1,4,1,1,1,22,27,5,8,0,0,1,0,0,2.8,94,115193,No,9756,18,0,0.4,77,5,Yes,1,4,1,26,32,16.2,0.3,-0.92,1
885,23,Female,1,7,2,12,1,1,1,2,28,5,10,1,0,0,1,1,3.7,86,140334,Yes,982,16,15,3.5,88,2,Yes,7,6,3,35,19,10.8,1.4,1.74,0
886,33,Male,1,13,1,15,1,6,1,19,24,1,1,1,0,0,1,0,3,98,53017,No,1679,13,6,2.8,91,1,Yes,12,3,4,24,34,7.6,2.6,0.32,0
887,44,Male,1,7,6,15,1,1,1,23,12,1,1,1,0,0,1,0,3.7,92,66495,No,411,13,11,3.5,90,5,No,20,4,3,31,21,7.6,2.6,0.32,0
888,29,Other,1,14,2,10,1,1,1,22,27,10,8,1,0,0,1,1,2.3,69,116077,No,24863,17,9,3.3,80,0,No,28,2,3,22,53,9.4,-0.8,-3.12,1
889,36,Other,1,1,1,12,1,1,1,13,14,5,8,0,0,0,1,1,3.5,60,53410,No,11008,13,12,3.4,69,2,Yes,15,6,4,29,19,13.9,-0.3,0.79,1
890,26,Female,1,1,3,15,1,1,1,23,28,10,6,0,0,0,1,1,2.7,84,132800,No,4997,14,8,2.1,62,4,No,12,9,4,38,20,10.8,1.4,1.74,1
891,42,Other,1,1,2,15,1,1,1,1,14,10,10,1,0,0,1,0,3.4,62,129462,No,672,17,13,1.6,68,1,Yes,13,5,0,13,18,10.8,1.4,1.74,1
892,22,Male,1,12,1,2,1,1,1,22,28,28,44,0,0,0,0,0,3.8,91,47955,No,11920,10,0,3.3,75,4,Yes,12,8,2,33,32,16.2,0.3,-0.92,1
893,38,Other,1,14,1,12,1,1,1,22,27,10,10,1,0,0,1,1,2.4,83,88774,No,1890,17,10,1.2,96,5,Yes,1,1,0,21,21,12.7,3.7,-1.7,1
894,28,Female,1,4,1,3,0,3,1,22,10,10,5,0,0,0,0,0,3.6,82,109332,Yes,20453,15,4,3.8,77,3,No,14,7,4,16,26,9.4,-0.8,-3.12,1
895,29,Other,1,13,1,6,1,14,1,1,1,5,8,1,0,0,1,0,2.9,82,23593,No,12116,15,5,3.4,71,4,Yes,9,10,0,19,26,15.5,2.8,-4.06,1
896,21,Other,2,15,1,17,0,14,1,1,27,5,10,0,0,0,0,0,3.3,53,41837,No,20421,15,0,2.5,87,3,No,20,4,5,20,21,15.5,2.8,-4.06,1
897,43,Male,1,8,1,15,1,1,1,22,27,6,6,0,0,0,1,0,2.8,75,49304,No,20366,12,0,3.4,82,4,Yes,9,5,1,34,18,7.6,2.6,0.32,1
898,30,Other,1,14,1,5,1,14,1,13,27,6,10,1,0,0,1,1,2.7,59,110050,No,16076,12,7,0.2,96,5,Yes,10,3,3,24,21,15.5,2.8,-4.06,1
899,24,Other,1,1,1,11,1,1,1,23,14,10,6,1,0,0,1,0,2.4,62,26157,No,7175,9,5,1.2,86,0,Yes,0,2,5,29,21,7.6,2.6,0.32,0
900,39,Other,1,8,1,14,1,1,1,13,14,8,8,0,0,0,1,1,2.3,97,144438,No,10478,9,3,3.9,78,1,No,3,4,4,37,19,13.9,-0.3,0.79,1
901,21,Female,1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,0,2.9,71,146283,No,5185,16,13,3.1,89,5,No,12,5,4,40,19,10.8,1.4,1.74,0
902,45,Other,1,14,2,10,1,1,1,23,28,6,6,0,0,0,1,1,3.3,99,93941,No,15987,17,9,1.3,60,0,Yes,7,6,1,11,19,10.8,1.4,1.74,1
903,23,Other,1,4,1,12,1,3,1,22,28,8,8,1,0,0,1,0,3.5,79,147459,No,6339,14,7,1.6,86,5,Yes,5,6,4,18,27,9.4,-0.8,-3.12,0
904,38,Other,1,1,2,12,1,1,1,22,1,10,5,1,0,0,1,1,3,81,55725,No,20988,16,1,1.9,82,0,No,30,8,2,34,18,7.6,2.6,0.32,1
905,29,Male,1,1,2,9,1,1,1,13,14,10,10,1,0,0,1,0,3.6,69,113548,No,9920,17,16,3.8,98,4,No,18,6,1,15,20,12.7,3.7,-1.7,1
906,32,Female,1,1,3,12,1,1,1,1,1,6,6,1,0,0,1,1,2.1,92,62266,No,9340,9,0,0.9,78,1,No,3,1,2,20,19,12.4,0.5,1.79,1
907,41,Male,1,1,4,14,1,1,1,1,1,8,8,1,0,0,1,0,3.5,73,120493,No,22923,16,12,2.3,74,5,Yes,13,9,1,28,20,16.2,0.3,-0.92,1
908,44,Female,1,8,2,10,1,1,1,13,28,8,7,1,0,0,1,1,2.3,74,39471,No,19340,9,4,1,81,5,No,1,4,4,14,19,12.7,3.7,-1.7,1
909,18,Other,1,8,5,10,1,1,1,13,1,6,6,1,0,0,1,0,2.9,97,94818,No,5350,18,0,1.5,61,0,No,19,9,3,40,20,9.4,-0.8,-3.12,1
910,23,Male,1,1,1,2,1,1,1,23,14,8,11,0,0,0,1,0,3.7,55,114795,No,7021,15,5,0.8,76,3,Yes,22,6,3,20,20,15.5,2.8,-4.06,1
911,22,Female,1,1,1,16,1,1,1,22,27,10,6,0,0,0,1,0,2.6,85,57676,No,22359,18,8,2.2,63,1,Yes,14,4,2,18,18,7.6,2.6,0.32,1
912,40,Other,1,1,1,6,1,1,1,13,1,6,5,1,0,0,1,0,3.3,64,105245,No,23883,14,10,2.3,63,1,No,14,10,4,29,20,10.8,1.4,1.74,1
913,37,Female,2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,0,3.5,96,21436,No,12186,14,0,2.1,71,1,No,6,4,0,23,38,12.7,3.7,-1.7,1
914,39,Other,4,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,3.5,97,43578,No,5909,17,17,3.2,60,4,No,2,3,3,31,42,8.9,1.4,3.51,0
915,29,Male,1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,0,3.5,72,140543,Yes,9672,18,11,3.5,81,3,No,25,7,1,19,32,13.9,-0.3,0.79,1
916,21,Other,1,6,1,15,1,1,12,13,14,5,6,1,0,0,1,0,3.1,61,130861,No,4254,9,0,3.6,65,1,Yes,21,9,0,19,22,12.4,0.5,1.79,1
917,29,Female,2,12,1,17,0,1,1,19,24,12,12,1,0,0,1,0,2.1,90,72835,Yes,15026,13,1,2.6,74,0,No,22,6,0,29,28,7.6,2.6,0.32,1
918,37,Male,2,12,1,3,0,7,1,22,27,9,11,1,0,0,1,0,3.8,50,84372,No,5175,15,12,0.1,87,2,Yes,7,3,3,27,37,9.4,-0.8,-3.12,1
919,40,Female,2,15,1,4,1,14,1,22,28,10,5,0,0,0,1,0,2.3,60,50210,No,8059,10,0,0.3,84,1,No,11,9,0,12,43,15.5,2.8,-4.06,1
920,34,Other,6,12,1,3,0,1,1,22,1,10,8,0,0,0,1,1,2.1,53,125737,No,20430,11,6,2.2,82,1,No,6,8,2,23,41,13.9,-0.3,0.79,1
921,39,Female,4,12,1,3,0,12,1,22,27,10,4,0,0,0,1,1,3.2,53,98964,No,3102,17,15,1.1,73,0,Yes,1,8,1,28,29,10.8,1.4,1.74,1
922,20,Male,1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,1,2.4,98,135244,No,320,10,8,0.2,65,1,No,0,1,0,22,35,10.8,1.4,1.74,1
923,27,Male,1,8,6,10,1,1,1,1,3,5,3,1,0,0,1,0,3,79,87770,No,4560,10,3,0.6,81,3,Yes,12,9,3,21,18,9.4,-0.8,-3.12,1
924,35,Male,1,12,1,12,1,12,1,22,27,10,7,0,0,0,0,1,3.6,87,47085,No,20368,13,7,2.4,79,2,No,29,7,0,26,39,16.2,0.3,-0.92,1
925,21,Female,4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,2.9,84,102946,No,3091,9,5,3.4,77,4,No,1,8,5,14,37,12.7,3.7,-1.7,1
926,30,Other,1,12,1,12,1,1,1,22,27,10,8,1,0,0,1,1,2.6,58,55743,No,8111,18,18,0.1,90,2,No,1,6,5,28,26,7.6,2.6,0.32,1
927,20,Male,1,4,1,6,1,3,1,13,15,5,12,1,0,0,1,0,3.8,69,80702,No,10373,18,13,0.6,85,3,Yes,1,5,2,32,32,10.8,1.4,1.74,1
928,33,Female,2,12,1,3,0,1,1,22,27,7,9,0,0,1,1,0,4,80,145501,No,13503,13,10,1.5,74,5,Yes,2,5,4,25,37,13.9,-0.3,0.79,1
929,39,Female,1,12,1,6,1,1,1,22,14,29,35,1,0,1,1,0,2.4,84,109105,No,3430,16,8,1.2,82,2,Yes,4,10,4,35,28,8.9,1.4,3.51,1
930,24,Female,1,1,1,10,1,1,1,13,27,1,1,1,0,0,1,0,4,51,81474,No,7362,14,12,3.3,81,1,Yes,19,10,5,9,19,7.6,2.6,0.32,1
931,36,Female,1,1,5,9,1,1,1,22,28,8,8,1,0,0,1,0,3.9,81,144734,No,8192,11,3,4,80,0,No,24,10,1,37,18,7.6,2.6,0.32,0
932,41,Other,1,1,1,16,1,1,1,13,28,10,10,0,0,0,1,1,2.7,83,33091,No,13640,11,9,0.7,74,1,Yes,7,1,0,19,19,12.4,0.5,1.79,1
933,34,Other,2,4,1,14,1,3,1,22,27,8,8,0,0,0,1,0,3.1,67,123743,No,3784,10,6,1.4,77,0,No,25,2,3,34,32,13.9,-0.3,0.79,1
934,27,Male,2,12,1,9,1,1,1,22,27,10,10,1,0,0,1,0,2.8,95,147647,No,5400,10,0,2.4,96,2,Yes,19,8,4,14,31,7.6,2.6,0.32,1
935,38,Other,1,12,1,12,1,1,1,3,1,3,6,1,0,0,1,0,2.1,59,66218,No,20972,9,7,2.6,73,3,Yes,9,1,0,17,34,10.8,1.4,1.74,1
936,42,Other,1,1,3,2,1,1,1,1,1,4,4,1,0,0,1,0,3.2,99,147728,No,7567,17,11,0.2,89,3,No,25,5,2,13,20,8.9,1.4,3.51,1
937,23,Other,1,12,1,12,1,12,1,23,28,10,10,0,0,0,1,0,2.6,90,139003,No,1171,11,4,0.2,91,1,Yes,6,3,4,29,28,13.9,-0.3,0.79,1
938,20,Female,1,15,1,17,0,14,1,22,27,7,7,0,0,0,1,0,2.9,88,121889,No,23114,9,1,2.2,61,3,Yes,19,5,3,34,31,9.4,-0.8,-3.12,1
939,35,Other,1,1,1,15,1,1,1,13,28,5,11,1,0,0,1,0,2.7,56,117790,No,11057,16,1,2.8,72,0,No,28,6,5,7,18,7.6,2.6,0.32,1
940,22,Female,4,12,1,3,0,12,1,22,27,12,8,0,0,0,0,0,2.1,57,91541,No,24397,16,7,3.1,63,2,Yes,5,9,5,22,31,9.4,-0.8,-3.12,1
941,41,Other,1,1,3,15,1,1,1,13,14,6,6,1,0,0,1,0,3.4,61,59530,No,21600,16,7,0.7,96,1,No,23,10,1,32,19,12.4,0.5,1.79,1
942,18,Male,1,1,1,10,1,1,1,22,14,10,5,1,0,0,1,1,2.1,67,24442,No,3164,13,5,3.8,96,3,No,25,2,0,18,19,16.2,0.3,-0.92,1
943,37,Male,2,12,1,10,1,12,1,22,27,10,10,1,0,0,1,0,3.1,85,20297,No,8236,11,0,3.3,72,4,Yes,10,10,2,19,31,9.4,-0.8,-3.12,1
